LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
930,3月17日,15:06.0,1702,8303,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
931,3月17日,15:06.0,1702,8303,D,PowerManagerService,Acquiring suspend blocker "PowerManagerService.WakeLocks".,E11,Acquiring suspend blocker "PowerManagerService.WakeLocks".
932,3月17日,15:06.0,1702,17632,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
933,3月17日,15:06.0,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
934,3月17日,15:06.0,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
935,3月17日,15:06.0,1702,14638,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
936,3月17日,15:06.0,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
937,3月17日,15:06.0,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
938,3月17日,15:06.0,1702,2250,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
939,3月17日,15:06.1,2626,22775,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
940,3月17日,15:06.1,2626,22775,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
941,3月17日,15:06.2,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
942,3月17日,15:06.2,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
943,3月17日,15:06.2,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>
944,3月17日,15:06.2,2626,23469,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
945,3月17日,15:06.2,2626,23469,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
946,3月17日,15:06.2,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
947,3月17日,15:06.2,1702,17621,D,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
948,3月17日,15:06.2,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
949,3月17日,15:06.2,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
950,3月17日,15:06.2,1702,27353,D,PowerManagerService,Releasing suspend blocker "PowerManagerService.WakeLocks".,E109,Releasing suspend blocker "PowerManagerService.WakeLocks".
951,3月17日,15:06.2,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
952,3月17日,15:06.2,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
953,3月17日,15:06.2,1702,10454,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
954,3月17日,15:06.2,1702,10454,D,PowerManagerService,Acquiring suspend blocker "PowerManagerService.WakeLocks".,E11,Acquiring suspend blocker "PowerManagerService.WakeLocks".
955,3月17日,15:06.2,1702,3693,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
956,3月17日,15:06.2,1702,3693,D,PowerManagerService,Releasing suspend blocker "PowerManagerService.WakeLocks".,E109,Releasing suspend blocker "PowerManagerService.WakeLocks".
957,3月17日,15:06.2,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
958,3月17日,15:06.2,1702,2644,D,PowerManagerService,Acquiring suspend blocker "PowerManagerService.WakeLocks".,E11,Acquiring suspend blocker "PowerManagerService.WakeLocks".
959,3月17日,15:06.2,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
960,3月17日,15:06.2,1702,2633,D,PowerManagerService,Releasing suspend blocker "PowerManagerService.WakeLocks".,E109,Releasing suspend blocker "PowerManagerService.WakeLocks".
961,3月17日,15:06.2,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
962,3月17日,15:06.2,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
963,3月17日,15:06.8,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
964,3月17日,15:06.8,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
965,3月17日,15:06.8,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
966,3月17日,15:07.8,1702,8671,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
967,3月17日,15:07.8,1702,8671,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
968,3月17日,15:07.8,1702,8671,D,PowerManagerService,Acquiring suspend blocker "PowerManagerService.WakeLocks".,E11,Acquiring suspend blocker "PowerManagerService.WakeLocks".
969,3月17日,15:07.9,1702,2395,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
970,3月17日,15:07.9,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
971,3月17日,15:07.9,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
972,3月17日,15:07.9,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
973,3月17日,15:07.9,1702,1736,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
974,3月17日,15:07.9,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
975,3月17日,15:07.9,1702,2555,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
976,3月17日,15:08.0,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
977,3月17日,15:08.0,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
978,3月17日,15:08.0,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
979,3月17日,15:08.0,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
980,3月17日,15:08.1,1702,3694,D,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
981,3月17日,15:08.1,1702,3694,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
982,3月17日,15:08.1,1702,3694,D,PowerManagerService,Releasing suspend blocker "PowerManagerService.WakeLocks".,E109,Releasing suspend blocker "PowerManagerService.WakeLocks".
983,3月17日,15:08.1,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>
984,3月17日,15:08.1,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
985,3月17日,15:08.1,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
986,3月17日,15:08.1,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
987,3月17日,15:08.1,1702,2644,D,PowerManagerService,Acquiring suspend blocker "PowerManagerService.WakeLocks".,E11,Acquiring suspend blocker "PowerManagerService.WakeLocks".
988,3月17日,15:08.1,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
989,3月17日,15:08.1,1702,2633,D,PowerManagerService,Releasing suspend blocker "PowerManagerService.WakeLocks".,E109,Releasing suspend blocker "PowerManagerService.WakeLocks".
990,3月17日,15:08.1,2626,3848,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
991,3月17日,15:08.1,2626,3848,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
992,3月17日,15:08.1,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
993,3月17日,15:08.1,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
994,3月17日,15:11.3,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
995,3月17日,15:11.3,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
996,3月17日,15:11.3,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
997,3月17日,15:15.8,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
998,3月17日,15:15.8,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
999,3月17日,15:15.8,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1000,3月17日,15:18.8,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1001,3月17日,15:18.9,28601,28601,V,AudioManager,unregisterAudioFocusListener...,E153,unregisterAudioFocusListener...
1002,3月17日,15:18.9,28601,28601,I,AudioManager,abandonAudioFocus,E9,abandonAudioFocus
1003,3月17日,15:18.9,28601,12278,I,MediaPlayer,"[HSM] stayAwake false uid: 10111, pid: 28601",E4,"[HSM] stayAwake <*> uid: <*>, pid: <*>"
1004,3月17日,15:18.9,28601,12278,I,MediaPlayer,Pid:28601 MediaPlayer destructor,E98,Pid:<*> MediaPlayer destructor
1005,3月17日,15:19.9,1702,2555,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1006,3月17日,15:19.9,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1007,3月17日,15:20.0,1702,3693,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,E147,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>
1008,3月17日,15:20.0,1702,3693,I,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,E146,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>
1009,3月17日,15:20.0,1702,2644,I,ActivityManager,Process com.tencent.mobileqq:qzone (pid 12236) has died,E101,Process <*>:qzone (pid <*>) has died
1010,3月17日,15:20.0,1702,2644,D,ActivityManager,cleanUpApplicationRecord -- 12236,E36,cleanUpApplicationRecord -- <*>
1011,3月17日,15:20.0,1702,2644,W,ActivityManager,Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms,E117,Scheduling restart of crashed service <*> in <*>
1012,3月17日,15:20.0,1702,2644,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12236, restart: false",E37,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
1013,3月17日,15:20.0,1702,2644,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12236, euid: 0",E38,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
1014,3月17日,15:20.0,1702,14638,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
1015,3月17日,15:20.1,23650,23685,V,AudioManager,isMusicActive...,E72,isMusicActive...
1016,3月17日,15:20.4,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1017,3月17日,15:20.4,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1018,3月17日,15:20.4,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1019,3月17日,15:20.7,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1020,3月17日,15:20.7,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1021,3月17日,15:20.7,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1022,3月17日,15:21.0,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1023,3月17日,15:21.0,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1024,3月17日,15:21.0,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1025,3月17日,15:21.0,1702,1765,I,ActivityManager,"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0",E83,"new Process app=ProcessRecord{<*> <*>}, name: <*>:qzone, euid: <*>"
1026,3月17日,15:21.1,1702,1765,I,ActivityManager,Start proc 13003:com.tencent.mobileqq:qzone/u0a111 for service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService,E138,Start proc <*> for service <*>
1027,3月17日,15:21.1,1702,2250,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 13003",E15,"ActivityManagerService,attachApplication,callingPid = <*>"
1028,3月17日,15:21.2,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1029,3月17日,15:21.2,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1030,3月17日,15:21.3,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1031,3月17日,15:21.3,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1032,3月17日,15:21.3,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1033,3月17日,15:21.3,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1034,3月17日,15:21.6,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1035,3月17日,15:21.6,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1036,3月17日,15:21.6,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1037,3月17日,15:21.9,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1038,3月17日,15:22.1,1702,8303,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1039,3月17日,15:22.1,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1040,3月17日,15:22.1,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1041,3月17日,15:22.1,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1042,3月17日,15:22.1,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1043,3月17日,15:22.2,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1044,3月17日,15:22.2,1702,2113,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1045,3月17日,15:22.2,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1046,3月17日,15:22.3,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1047,3月17日,15:22.4,1702,3137,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1048,3月17日,15:22.5,1702,17630,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1049,3月17日,15:23.4,1702,3694,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1050,3月17日,15:24.6,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
1051,3月17日,15:24.9,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1052,3月17日,15:24.9,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
